,id,cuisine,name,title,amount,indented,percentOfDailyNeeds
5,596089,Cajun,Chicken and Sausage Gumbo - Cook Like A ChampionCook Like A Champion,Cholesterol,0.0mg,False,0.0
6,596089,Cajun,Chicken and Sausage Gumbo - Cook Like A ChampionCook Like A Champion,Sodium,981mg,False,42.66
0,77487,Cajun,Brown Rice Crisp Treats,Calories,214k,False,10.73
1,77487,Cajun,Brown Rice Crisp Treats,Fat,5g,False,8.7
2,77487,Cajun,Brown Rice Crisp Treats,Saturated Fat,1g,True,8.47
3,77487,Cajun,Brown Rice Crisp Treats,Carbohydrates,26g,False,8.81
4,77487,Cajun,Brown Rice Crisp Treats,Sugar,8g,True,9.93
5,77487,Cajun,Brown Rice Crisp Treats,Cholesterol,35mg,False,11.76
6,77487,Cajun,Brown Rice Crisp Treats,Sodium,474mg,False,20.65
7,77487,Cajun,Brown Rice Crisp Treats,Alcohol,1g,False,7.64
8,77487,Cajun,Brown Rice Crisp Treats,Caffeine,74mg,False,24.78
0,248034,Cajun,Shrimp Etouffee,Calories,379k,False,18.98
1,248034,Cajun,Shrimp Etouffee,Fat,16g,False,25.45
2,248034,Cajun,Shrimp Etouffee,Saturated Fat,2g,True,14.35
3,248034,Cajun,Shrimp Etouffee,Carbohydrates,57g,False,19.22
4,248034,Cajun,Shrimp Etouffee,Sugar,21g,True,23.61
5,248034,Cajun,Shrimp Etouffee,Cholesterol,0.0mg,False,0.0
6,248034,Cajun,Shrimp Etouffee,Sodium,829mg,False,36.06
0,812547,Cajun,Cajun Potato Salad,Calories,272k,False,13.62
1,812547,Cajun,Cajun Potato Salad,Fat,1g,False,1.7
2,812547,Cajun,Cajun Potato Salad,Saturated Fat,0.17g,True,1.09
3,812547,Cajun,Cajun Potato Salad,Carbohydrates,51g,False,17.04
4,812547,Cajun,Cajun Potato Salad,Sugar,5g,True,6.1
5,812547,Cajun,Cajun Potato Salad,Cholesterol,0.0mg,False,0.0
6,812547,Cajun,Cajun Potato Salad,Sodium,543mg,False,23.61
0,530056,Cajun,Cajun Chicken Stew,Calories,236k,False,11.8
1,530056,Cajun,Cajun Chicken Stew,Fat,2g,False,3.91
2,530056,Cajun,Cajun Chicken Stew,Saturated Fat,0.31g,True,1.93
3,530056,Cajun,Cajun Chicken Stew,Carbohydrates,49g,False,16.37
4,530056,Cajun,Cajun Chicken Stew,Sugar,33g,True,37.68
5,530056,Cajun,Cajun Chicken Stew,Cholesterol,0.0mg,False,0.0
6,530056,Cajun,Cajun Chicken Stew,Sodium,82mg,False,3.6
7,530056,Cajun,Cajun Chicken Stew,Alcohol,0.36g,False,2.01
0,86014,Cajun,Seafood and Turkey-Sausage Gumbo,Calories,354k,False,17.72
1,86014,Cajun,Seafood and Turkey-Sausage Gumbo,Fat,16g,False,25.26
2,86014,Cajun,Seafood and Turkey-Sausage Gumbo,Saturated Fat,5g,True,32.9
3,86014,Cajun,Seafood and Turkey-Sausage Gumbo,Carbohydrates,15g,False,5.2
4,86014,Cajun,Seafood and Turkey-Sausage Gumbo,Sugar,6g,True,7.65
5,86014,Cajun,Seafood and Turkey-Sausage Gumbo,Cholesterol,179mg,False,59.99
6,86014,Cajun,Seafood and Turkey-Sausage Gumbo,Sodium,2224mg,False,96.73
0,559124,Cajun,Crispy Cajun Shrimp Fettuccine,Calories,105k,False,5.29
1,559124,Cajun,Crispy Cajun Shrimp Fettuccine,Fat,1g,False,2.38
2,559124,Cajun,Crispy Cajun Shrimp Fettuccine,Saturated Fat,0.34g,True,2.14
3,559124,Cajun,Crispy Cajun Shrimp Fettuccine,Carbohydrates,0.6g,False,0.2
4,559124,Cajun,Crispy Cajun Shrimp Fettuccine,Sugar,0.02g,True,0.02
5,559124,Cajun,Crispy Cajun Shrimp Fettuccine,Cholesterol,55mg,False,18.52
6,559124,Cajun,Crispy Cajun Shrimp Fettuccine,Sodium,222mg,False,9.69
0,88747,Cajun,Kim's Tilapia With Maque Choux,Calories,496k,False,24.83
1,88747,Cajun,Kim's Tilapia With Maque Choux,Fat,16g,False,25.03
2,88747,Cajun,Kim's Tilapia With Maque Choux,Saturated Fat,3g,True,20.39
3,88747,Cajun,Kim's Tilapia With Maque Choux,Carbohydrates,59g,False,19.77
4,88747,Cajun,Kim's Tilapia With Maque Choux,Sugar,6g,True,6.72
5,88747,Cajun,Kim's Tilapia With Maque Choux,Cholesterol,85mg,False,28.39
6,88747,Cajun,Kim's Tilapia With Maque Choux,Sodium,645mg,False,28.08
0,683463,Cajun,Slow Cooker Pumpkin Jambalaya Stuffed Shells,Calories,883k,False,44.18
1,683463,Cajun,Slow Cooker Pumpkin Jambalaya Stuffed Shells,Fat,42g,False,65.02
2,683463,Cajun,Slow Cooker Pumpkin Jambalaya Stuffed Shells,Saturated Fat,23g,True,148.74
3,683463,Cajun,Slow Cooker Pumpkin Jambalaya Stuffed Shells,Carbohydrates,117g,False,39.32
4,683463,Cajun,Slow Cooker Pumpkin Jambalaya Stuffed Shells,Sugar,47g,True,52.44
5,683463,Cajun,Slow Cooker Pumpkin Jambalaya Stuffed Shells,Cholesterol,2mg,False,0.85
6,683463,Cajun,Slow Cooker Pumpkin Jambalaya Stuffed Shells,Sodium,22mg,False,0.99
7,683463,Cajun,Slow Cooker Pumpkin Jambalaya Stuffed Shells,Alcohol,1g,False,7.64
8,683463,Cajun,Slow Cooker Pumpkin Jambalaya Stuffed Shells,Caffeine,38mg,False,12.95
0,197957,Cajun,Creole Jambalaya,Calories,690k,False,34.53
1,197957,Cajun,Creole Jambalaya,Fat,35g,False,54.37
2,197957,Cajun,Creole Jambalaya,Saturated Fat,21g,True,134.99
3,197957,Cajun,Creole Jambalaya,Carbohydrates,63g,False,21.11
4,197957,Cajun,Creole Jambalaya,Sugar,4g,True,5.46
5,197957,Cajun,Creole Jambalaya,Cholesterol,173mg,False,57.87
6,197957,Cajun,Creole Jambalaya,Sodium,1161mg,False,50.49
0,543119,Cajun,Jambalaya,Calories,408k,False,20.41
1,543119,Cajun,Jambalaya,Fat,19g,False,30.01
2,543119,Cajun,Jambalaya,Saturated Fat,6g,True,40.28
3,543119,Cajun,Jambalaya,Carbohydrates,17g,False,5.7
4,543119,Cajun,Jambalaya,Sugar,12g,True,13.94
5,543119,Cajun,Jambalaya,Cholesterol,132mg,False,44.11
6,543119,Cajun,Jambalaya,Sodium,358mg,False,15.58
0,512477,Cajun,Easy One-Pot Jambalaya,Calories,233k,False,11.65
1,512477,Cajun,Easy One-Pot Jambalaya,Fat,5g,False,8.52
2,512477,Cajun,Easy One-Pot Jambalaya,Saturated Fat,0.79g,True,4.97
3,512477,Cajun,Easy One-Pot Jambalaya,Carbohydrates,3g,False,1.1
4,512477,Cajun,Easy One-Pot Jambalaya,Sugar,0.44g,True,0.49
5,512477,Cajun,Easy One-Pot Jambalaya,Cholesterol,97mg,False,32.51
6,512477,Cajun,Easy One-Pot Jambalaya,Sodium,707mg,False,30.75
0,1006019,Cajun,Instant Pot Jambalaya,Calories,279k,False,13.97
1,1006019,Cajun,Instant Pot Jambalaya,Fat,2g,False,3.92
2,1006019,Cajun,Instant Pot Jambalaya,Saturated Fat,0.37g,True,2.32
3,1006019,Cajun,Instant Pot Jambalaya,Carbohydrates,54g,False,18.2
4,1006019,Cajun,Instant Pot Jambalaya,Sugar,6g,True,6.66
5,1006019,Cajun,Instant Pot Jambalaya,Cholesterol,0.0mg,False,0.0
6,1006019,Cajun,Instant Pot Jambalaya,Sodium,817mg,False,35.56
0,856528,Cajun,Cajun Chicken Pasta + Weekly Menu,Calories,614k,False,30.72
1,856528,Cajun,Cajun Chicken Pasta + Weekly Menu,Fat,21g,False,33.32
2,856528,Cajun,Cajun Chicken Pasta + Weekly Menu,Saturated Fat,9g,True,58.09
3,856528,Cajun,Cajun Chicken Pasta + Weekly Menu,Carbohydrates,26g,False,8.87
4,856528,Cajun,Cajun Chicken Pasta + Weekly Menu,Sugar,8g,True,8.89
5,856528,Cajun,Cajun Chicken Pasta + Weekly Menu,Cholesterol,217mg,False,72.43
6,856528,Cajun,Cajun Chicken Pasta + Weekly Menu,Sodium,579mg,False,25.19
0,492716,Cajun,Shrimp and Sausage Jambalaya,Calories,346k,False,17.34
1,492716,Cajun,Shrimp and Sausage Jambalaya,Fat,1g,False,2.98
2,492716,Cajun,Shrimp and Sausage Jambalaya,Saturated Fat,0.49g,True,3.07
3,492716,Cajun,Shrimp and Sausage Jambalaya,Carbohydrates,65g,False,21.76
4,492716,Cajun,Shrimp and Sausage Jambalaya,Sugar,11g,True,12.53
5,492716,Cajun,Shrimp and Sausage Jambalaya,Cholesterol,0.0mg,False,0.0
6,492716,Cajun,Shrimp and Sausage Jambalaya,Sodium,608mg,False,26.47
0,86967,Cajun,Blackened Salmon Poor Boy Sandwiches,Calories,1117k,False,55.87
1,86967,Cajun,Blackened Salmon Poor Boy Sandwiches,Fat,56g,False,87.02
2,86967,Cajun,Blackened Salmon Poor Boy Sandwiches,Saturated Fat,20g,True,129.94
3,86967,Cajun,Blackened Salmon Poor Boy Sandwiches,Carbohydrates,87g,False,29.31
4,86967,Cajun,Blackened Salmon Poor Boy Sandwiches,Sugar,11g,True,12.89
5,86967,Cajun,Blackened Salmon Poor Boy Sandwiches,Cholesterol,244mg,False,81.45
6,86967,Cajun,Blackened Salmon Poor Boy Sandwiches,Sodium,4487mg,False,195.09
0,8696,Cajun,Po' Boy Sandwiches,Calories,209k,False,10.47
1,8696,Cajun,Po' Boy Sandwiches,Fat,6g,False,9.54
2,8696,Cajun,Po' Boy Sandwiches,Saturated Fat,1g,True,6.87
3,8696,Cajun,Po' Boy Sandwiches,Carbohydrates,33g,False,11.0
4,8696,Cajun,Po' Boy Sandwiches,Sugar,3g,True,4.36
5,8696,Cajun,Po' Boy Sandwiches,Cholesterol,13mg,False,4.45
6,8696,Cajun,Po' Boy Sandwiches,Sodium,415mg,False,18.06
0,292303,Cajun,Cajun Pork with Spicy Beans,Calories,358k,False,17.94
1,292303,Cajun,Cajun Pork with Spicy Beans,Fat,2g,False,3.73
2,292303,Cajun,Cajun Pork with Spicy Beans,Saturated Fat,0.57g,True,3.56
3,292303,Cajun,Cajun Pork with Spicy Beans,Carbohydrates,54g,False,18.2
4,292303,Cajun,Cajun Pork with Spicy Beans,Sugar,9g,True,10.46
5,292303,Cajun,Cajun Pork with Spicy Beans,Cholesterol,183mg,False,61.0
6,292303,Cajun,Cajun Pork with Spicy Beans,Sodium,545mg,False,23.7
0,526843,Cajun,Cajun Style Oven Fries,Calories,424k,False,21.23
1,526843,Cajun,Cajun Style Oven Fries,Fat,15g,False,24.36
2,526843,Cajun,Cajun Style Oven Fries,Saturated Fat,3g,True,20.88
3,526843,Cajun,Cajun Style Oven Fries,Carbohydrates,36g,False,12.26
4,526843,Cajun,Cajun Style Oven Fries,Sugar,9g,True,10.66
5,526843,Cajun,Cajun Style Oven Fries,Cholesterol,85mg,False,28.51
6,526843,Cajun,Cajun Style Oven Fries,Sodium,729mg,False,31.71
0,420212,Cajun,Cajun Pecan Catfish,Calories,1180k,False,59.02
1,420212,Cajun,Cajun Pecan Catfish,Fat,83g,False,128.69
2,420212,Cajun,Cajun Pecan Catfish,Saturated Fat,25g,True,159.02
3,420212,Cajun,Cajun Pecan Catfish,Carbohydrates,61g,False,20.42
4,420212,Cajun,Cajun Pecan Catfish,Sugar,13g,True,15.11
5,420212,Cajun,Cajun Pecan Catfish,Cholesterol,241mg,False,80.65
6,420212,Cajun,Cajun Pecan Catfish,Sodium,1317mg,False,57.27
0,121370,Cajun,Cajun Roast Potatoes,Calories,377k,False,18.88
1,121370,Cajun,Cajun Roast Potatoes,Fat,11g,False,17.2
2,121370,Cajun,Cajun Roast Potatoes,Saturated Fat,4g,True,29.77
3,121370,Cajun,Cajun Roast Potatoes,Carbohydrates,31g,False,10.33
4,121370,Cajun,Cajun Roast Potatoes,Sugar,1g,True,1.93
5,121370,Cajun,Cajun Roast Potatoes,Cholesterol,99mg,False,33.32
6,121370,Cajun,Cajun Roast Potatoes,Sodium,286mg,False,12.44
0,648432,Cajun,Jambalaya Stew,Calories,362k,False,18.13
1,648432,Cajun,Jambalaya Stew,Fat,9g,False,15.34
2,648432,Cajun,Jambalaya Stew,Saturated Fat,2g,True,16.7
3,648432,Cajun,Jambalaya Stew,Carbohydrates,42g,False,14.27
4,648432,Cajun,Jambalaya Stew,Sugar,10g,True,11.76
5,648432,Cajun,Jambalaya Stew,Cholesterol,57mg,False,19.23
6,648432,Cajun,Jambalaya Stew,Sodium,327mg,False,14.24
0,856139,Cajun,Vegetarian Gumbo made in One Pan,Calories,521k,False,26.07
1,856139,Cajun,Vegetarian Gumbo made in One Pan,Fat,20g,False,31.14
2,856139,Cajun,Vegetarian Gumbo made in One Pan,Saturated Fat,9g,True,58.75
3,856139,Cajun,Vegetarian Gumbo made in One Pan,Carbohydrates,47g,False,15.68
4,856139,Cajun,Vegetarian Gumbo made in One Pan,Sugar,6g,True,7.57
5,856139,Cajun,Vegetarian Gumbo made in One Pan,Cholesterol,109mg,False,36.5
6,856139,Cajun,Vegetarian Gumbo made in One Pan,Sodium,367mg,False,15.98
0,212265,Cajun,Blackened Chicken with Dirty Rice,Calories,617k,False,30.85
1,212265,Cajun,Blackened Chicken with Dirty Rice,Fat,28g,False,44.6
2,212265,Cajun,Blackened Chicken with Dirty Rice,Saturated Fat,9g,True,61.02
3,212265,Cajun,Blackened Chicken with Dirty Rice,Carbohydrates,40g,False,13.52
4,212265,Cajun,Blackened Chicken with Dirty Rice,Sugar,6g,True,7.72
5,212265,Cajun,Blackened Chicken with Dirty Rice,Cholesterol,135mg,False,45.09
6,212265,Cajun,Blackened Chicken with Dirty Rice,Sodium,695mg,False,30.25
0,625863,Cajun,Cajun Nuts,Calories,513k,False,25.7
1,625863,Cajun,Cajun Nuts,Fat,26g,False,41.27
2,625863,Cajun,Cajun Nuts,Saturated Fat,10g,True,66.99
3,625863,Cajun,Cajun Nuts,Carbohydrates,46g,False,15.34
4,625863,Cajun,Cajun Nuts,Sugar,14g,True,16.09
5,625863,Cajun,Cajun Nuts,Cholesterol,73mg,False,24.44
6,625863,Cajun,Cajun Nuts,Sodium,925mg,False,40.24
0,666339,Cajun,Cauliflower Dirty Rice with Andouille Sausage (Paleo),Calories,665k,False,33.27
1,666339,Cajun,Cauliflower Dirty Rice with Andouille Sausage (Paleo),Fat,41g,False,63.16
2,666339,Cajun,Cauliflower Dirty Rice with Andouille Sausage (Paleo),Saturated Fat,14g,True,91.18
3,666339,Cajun,Cauliflower Dirty Rice with Andouille Sausage (Paleo),Carbohydrates,41g,False,13.69
4,666339,Cajun,Cauliflower Dirty Rice with Andouille Sausage (Paleo),Sugar,6g,True,7.33
5,666339,Cajun,Cauliflower Dirty Rice with Andouille Sausage (Paleo),Cholesterol,120mg,False,40.07
6,666339,Cajun,Cauliflower Dirty Rice with Andouille Sausage (Paleo),Sodium,1067mg,False,46.4
0,685955,Cajun,Shrimp Jambalaya,Calories,160k,False,8.01
1,685955,Cajun,Shrimp Jambalaya,Fat,0.88g,False,1.35
2,685955,Cajun,Shrimp Jambalaya,Saturated Fat,0.19g,True,1.18
3,685955,Cajun,Shrimp Jambalaya,Carbohydrates,32g,False,10.88
4,685955,Cajun,Shrimp Jambalaya,Sugar,9g,True,10.93
5,685955,Cajun,Shrimp Jambalaya,Cholesterol,0.0mg,False,0.0
6,685955,Cajun,Shrimp Jambalaya,Sodium,255mg,False,11.12
0,519628,Cajun,Slow-Cooker Jambalaya,Calories,218k,False,10.92
1,519628,Cajun,Slow-Cooker Jambalaya,Fat,6g,False,10.37
2,519628,Cajun,Slow-Cooker Jambalaya,Saturated Fat,2g,True,12.56
3,519628,Cajun,Slow-Cooker Jambalaya,Carbohydrates,3g,False,1.27
4,519628,Cajun,Slow-Cooker Jambalaya,Sugar,0.47g,True,0.52
5,519628,Cajun,Slow-Cooker Jambalaya,Cholesterol,95mg,False,31.75
6,519628,Cajun,Slow-Cooker Jambalaya,Sodium,271mg,False,11.81
0,332596,Cajun,Tilapia with Tomatillos and Avocado filled with Maque Choux,Calories,610k,False,30.51
1,332596,Cajun,Tilapia with Tomatillos and Avocado filled with Maque Choux,Fat,21g,False,33.41
2,332596,Cajun,Tilapia with Tomatillos and Avocado filled with Maque Choux,Saturated Fat,11g,True,73.22
3,332596,Cajun,Tilapia with Tomatillos and Avocado filled with Maque Choux,Carbohydrates,69g,False,23.1
4,332596,Cajun,Tilapia with Tomatillos and Avocado filled with Maque Choux,Sugar,11g,True,13.08
5,332596,Cajun,Tilapia with Tomatillos and Avocado filled with Maque Choux,Cholesterol,273mg,False,91.12
6,332596,Cajun,Tilapia with Tomatillos and Avocado filled with Maque Choux,Sodium,1300mg,False,56.56
0,107471,Cajun,Ham Jambalaya,Calories,687k,False,34.38
1,107471,Cajun,Ham Jambalaya,Fat,36g,False,56.19
2,107471,Cajun,Ham Jambalaya,Saturated Fat,5g,True,35.86
3,107471,Cajun,Ham Jambalaya,Carbohydrates,56g,False,18.75
4,107471,Cajun,Ham Jambalaya,Sugar,11g,True,12.65
5,107471,Cajun,Ham Jambalaya,Cholesterol,198mg,False,66.19
6,107471,Cajun,Ham Jambalaya,Sodium,1115mg,False,48.5
0,34847,Cajun,Spicy Seafood And Sausage Gumbo,Calories,660k,False,33.01
1,34847,Cajun,Spicy Seafood And Sausage Gumbo,Fat,28g,False,43.97
2,34847,Cajun,Spicy Seafood And Sausage Gumbo,Saturated Fat,8g,True,55.27
3,34847,Cajun,Spicy Seafood And Sausage Gumbo,Carbohydrates,41g,False,13.96
4,34847,Cajun,Spicy Seafood And Sausage Gumbo,Sugar,7g,True,8.18
5,34847,Cajun,Spicy Seafood And Sausage Gumbo,Cholesterol,284mg,False,94.67
6,34847,Cajun,Spicy Seafood And Sausage Gumbo,Sodium,1416mg,False,61.57
0,575586,Cajun,Cajun Zucchini Medley,Calories,194k,False,9.74
1,575586,Cajun,Cajun Zucchini Medley,Fat,9g,False,14.75
2,575586,Cajun,Cajun Zucchini Medley,Saturated Fat,1g,True,9.05
3,575586,Cajun,Cajun Zucchini Medley,Carbohydrates,3g,False,1.17
4,575586,Cajun,Cajun Zucchini Medley,Sugar,2g,True,3.32
5,575586,Cajun,Cajun Zucchini Medley,Cholesterol,62mg,False,20.79
6,575586,Cajun,Cajun Zucchini Medley,Sodium,50mg,False,2.21
0,717794,Cajun,Easy Shrimp Po Boy Sliders,Calories,282k,False,14.1
1,717794,Cajun,Easy Shrimp Po Boy Sliders,Fat,2g,False,3.85
2,717794,Cajun,Easy Shrimp Po Boy Sliders,Saturated Fat,0.35g,True,2.2
3,717794,Cajun,Easy Shrimp Po Boy Sliders,Carbohydrates,51g,False,17.3
4,717794,Cajun,Easy Shrimp Po Boy Sliders,Sugar,8g,True,9.84
5,717794,Cajun,Easy Shrimp Po Boy Sliders,Cholesterol,0.0mg,False,0.0
6,717794,Cajun,Easy Shrimp Po Boy Sliders,Sodium,232mg,False,10.11
0,618377,Cajun,Crock Pot Cajun Sausage Pasta Sauce,Calories,522k,False,26.11
1,618377,Cajun,Crock Pot Cajun Sausage Pasta Sauce,Fat,17g,False,26.55
2,618377,Cajun,Crock Pot Cajun Sausage Pasta Sauce,Saturated Fat,5g,True,37.25
3,618377,Cajun,Crock Pot Cajun Sausage Pasta Sauce,Carbohydrates,60g,False,20.08
4,618377,Cajun,Crock Pot Cajun Sausage Pasta Sauce,Sugar,4g,True,5.37
5,618377,Cajun,Crock Pot Cajun Sausage Pasta Sauce,Cholesterol,127mg,False,42.49
6,618377,Cajun,Crock Pot Cajun Sausage Pasta Sauce,Sodium,744mg,False,32.37
0,156554,Cajun,Cajun Potato Salad with Andouille Sausage,Calories,297k,False,14.86
1,156554,Cajun,Cajun Potato Salad with Andouille Sausage,Fat,12g,False,18.74
2,156554,Cajun,Cajun Potato Salad with Andouille Sausage,Saturated Fat,2g,True,16.67
3,156554,Cajun,Cajun Potato Salad with Andouille Sausage,Carbohydrates,54g,False,18.17
4,156554,Cajun,Cajun Potato Salad with Andouille Sausage,Sugar,5g,True,6.43
5,156554,Cajun,Cajun Potato Salad with Andouille Sausage,Cholesterol,0.0mg,False,0.0
6,156554,Cajun,Cajun Potato Salad with Andouille Sausage,Sodium,501mg,False,21.81
0,245038,Cajun,Mary's Cajun Beef & Pork Boulettes with Brown Sauce,Calories,680k,False,34.01
1,245038,Cajun,Mary's Cajun Beef & Pork Boulettes with Brown Sauce,Fat,57g,False,88.96
2,245038,Cajun,Mary's Cajun Beef & Pork Boulettes with Brown Sauce,Saturated Fat,25g,True,159.96
3,245038,Cajun,Mary's Cajun Beef & Pork Boulettes with Brown Sauce,Carbohydrates,45g,False,15.16
4,245038,Cajun,Mary's Cajun Beef & Pork Boulettes with Brown Sauce,Sugar,21g,True,24.01
5,245038,Cajun,Mary's Cajun Beef & Pork Boulettes with Brown Sauce,Cholesterol,0.0mg,False,0.0
6,245038,Cajun,Mary's Cajun Beef & Pork Boulettes with Brown Sauce,Sodium,24mg,False,1.06
7,245038,Cajun,Mary's Cajun Beef & Pork Boulettes with Brown Sauce,Alcohol,0.23g,False,1.27
8,245038,Cajun,Mary's Cajun Beef & Pork Boulettes with Brown Sauce,Caffeine,32mg,False,10.99
0,156611,Cajun,Spicy Cajun Crab and Greens Soup,Calories,460k,False,23.05
1,156611,Cajun,Spicy Cajun Crab and Greens Soup,Fat,25g,False,39.45
2,156611,Cajun,Spicy Cajun Crab and Greens Soup,Saturated Fat,3g,True,23.84
3,156611,Cajun,Spicy Cajun Crab and Greens Soup,Carbohydrates,10g,False,3.42
4,156611,Cajun,Spicy Cajun Crab and Greens Soup,Sugar,5g,True,5.57
5,156611,Cajun,Spicy Cajun Crab and Greens Soup,Cholesterol,124mg,False,41.58
6,156611,Cajun,Spicy Cajun Crab and Greens Soup,Sodium,155mg,False,6.77
0,861603,Cajun,Cajun Cauliflower Tot Casserole,Calories,500k,False,25.0
1,861603,Cajun,Cajun Cauliflower Tot Casserole,Fat,32g,False,49.91
2,861603,Cajun,Cajun Cauliflower Tot Casserole,Saturated Fat,4g,True,27.13
3,861603,Cajun,Cajun Cauliflower Tot Casserole,Carbohydrates,4g,False,1.62
4,861603,Cajun,Cajun Cauliflower Tot Casserole,Sugar,0.53g,True,0.59
5,861603,Cajun,Cajun Cauliflower Tot Casserole,Cholesterol,124mg,False,41.58
6,861603,Cajun,Cajun Cauliflower Tot Casserole,Sodium,394mg,False,17.17
0,36388,Cajun,Kickin' Cajun Dirty Rice,Calories,280k,False,14.05
1,36388,Cajun,Kickin' Cajun Dirty Rice,Fat,1g,False,2.02
2,36388,Cajun,Kickin' Cajun Dirty Rice,Saturated Fat,0.21g,True,1.3
3,36388,Cajun,Kickin' Cajun Dirty Rice,Carbohydrates,56g,False,18.78
4,36388,Cajun,Kickin' Cajun Dirty Rice,Sugar,7g,True,7.79
5,36388,Cajun,Kickin' Cajun Dirty Rice,Cholesterol,0.0mg,False,0.0
6,36388,Cajun,Kickin' Cajun Dirty Rice,Sodium,656mg,False,28.56
0,346388,Cajun,Jambalaya with Shrimp and Ham,Calories,298k,False,14.92
1,346388,Cajun,Jambalaya with Shrimp and Ham,Fat,9g,False,14.53
2,346388,Cajun,Jambalaya with Shrimp and Ham,Saturated Fat,1g,True,9.52
3,346388,Cajun,Jambalaya with Shrimp and Ham,Carbohydrates,30g,False,10.08
4,346388,Cajun,Jambalaya with Shrimp and Ham,Sugar,4g,True,5.53
5,346388,Cajun,Jambalaya with Shrimp and Ham,Cholesterol,48mg,False,16.13
6,346388,Cajun,Jambalaya with Shrimp and Ham,Sodium,240mg,False,10.46
0,659638,Cajun,Seafood Gumbo,Calories,686k,False,34.33
1,659638,Cajun,Seafood Gumbo,Fat,27g,False,41.67
2,659638,Cajun,Seafood Gumbo,Saturated Fat,6g,True,43.02
3,659638,Cajun,Seafood Gumbo,Carbohydrates,66g,False,22.22
4,659638,Cajun,Seafood Gumbo,Sugar,8g,True,9.68
5,659638,Cajun,Seafood Gumbo,Cholesterol,121mg,False,40.58
6,659638,Cajun,Seafood Gumbo,Sodium,1073mg,False,46.68
0,581792,Cajun,Andouille and Shrimp Jambalaya: Bring New Orleans Home,Calories,436k,False,21.84
1,581792,Cajun,Andouille and Shrimp Jambalaya: Bring New Orleans Home,Fat,19g,False,29.33
2,581792,Cajun,Andouille and Shrimp Jambalaya: Bring New Orleans Home,Saturated Fat,3g,True,21.89
3,581792,Cajun,Andouille and Shrimp Jambalaya: Bring New Orleans Home,Carbohydrates,43g,False,14.65
4,581792,Cajun,Andouille and Shrimp Jambalaya: Bring New Orleans Home,Sugar,6g,True,6.85
5,581792,Cajun,Andouille and Shrimp Jambalaya: Bring New Orleans Home,Cholesterol,64mg,False,21.55
6,581792,Cajun,Andouille and Shrimp Jambalaya: Bring New Orleans Home,Sodium,787mg,False,34.25
0,245280,Cajun,Dirty Rice,Calories,213k,False,10.68
1,245280,Cajun,Dirty Rice,Fat,10g,False,16.76
2,245280,Cajun,Dirty Rice,Saturated Fat,1g,True,10.31
3,245280,Cajun,Dirty Rice,Carbohydrates,0.73g,False,0.24
4,245280,Cajun,Dirty Rice,Sugar,0.07g,True,0.07
5,245280,Cajun,Dirty Rice,Cholesterol,73mg,False,24.44
6,245280,Cajun,Dirty Rice,Sodium,66mg,False,2.89
0,169388,Cajun,Cajun Chicken and Rice,Calories,637k,False,31.88
1,169388,Cajun,Cajun Chicken and Rice,Fat,21g,False,33.48
2,169388,Cajun,Cajun Chicken and Rice,Saturated Fat,6g,True,38.24
3,169388,Cajun,Cajun Chicken and Rice,Carbohydrates,83g,False,27.67
4,169388,Cajun,Cajun Chicken and Rice,Sugar,10g,True,12.21
5,169388,Cajun,Cajun Chicken and Rice,Cholesterol,72mg,False,24.02
6,169388,Cajun,Cajun Chicken and Rice,Sodium,1340mg,False,58.27
0,559632,Cajun,Chicken and Shrimp Jambalaya,Calories,321k,False,16.05
1,559632,Cajun,Chicken and Shrimp Jambalaya,Fat,17g,False,26.6
2,559632,Cajun,Chicken and Shrimp Jambalaya,Saturated Fat,2g,True,15.96
3,559632,Cajun,Chicken and Shrimp Jambalaya,Carbohydrates,8g,False,3.0
4,559632,Cajun,Chicken and Shrimp Jambalaya,Sugar,4g,True,4.98
5,559632,Cajun,Chicken and Shrimp Jambalaya,Cholesterol,83mg,False,27.72
6,559632,Cajun,Chicken and Shrimp Jambalaya,Sodium,73mg,False,3.18
0,747821,Cajun,Pan-Seared Pork Chops with Warm Cajun Grain Salad,Calories,355k,False,17.78
1,747821,Cajun,Pan-Seared Pork Chops with Warm Cajun Grain Salad,Fat,7g,False,12.0
2,747821,Cajun,Pan-Seared Pork Chops with Warm Cajun Grain Salad,Saturated Fat,3g,True,20.11
3,747821,Cajun,Pan-Seared Pork Chops with Warm Cajun Grain Salad,Carbohydrates,49g,False,16.43
4,747821,Cajun,Pan-Seared Pork Chops with Warm Cajun Grain Salad,Sugar,5g,True,6.18
5,747821,Cajun,Pan-Seared Pork Chops with Warm Cajun Grain Salad,Cholesterol,93mg,False,31.26
6,747821,Cajun,Pan-Seared Pork Chops with Warm Cajun Grain Salad,Sodium,511mg,False,22.24
0,31089,Cajun,Cajun Black-eyed Pea & Pimiento Salad,Calories,753k,False,37.69
1,31089,Cajun,Cajun Black-eyed Pea & Pimiento Salad,Fat,35g,False,54.39
2,31089,Cajun,Cajun Black-eyed Pea & Pimiento Salad,Saturated Fat,4g,True,30.7
3,31089,Cajun,Cajun Black-eyed Pea & Pimiento Salad,Carbohydrates,73g,False,24.43
4,31089,Cajun,Cajun Black-eyed Pea & Pimiento Salad,Sugar,2g,True,2.84
